Exchange Date,Close,Implied Volatility,Delta,Theta,Gamma,Open Interest,Rho,Vega,Strike Price,Days to Maturity,Close_Index,Log Forward Moneyness
2023-08-28,276.9,15.9,-0.5,-0.2,0.0,0.0,-16.9,13.5,4500,235,4293.69,0.02587746902697855
2023-08-28,303.8,15.7,-0.6,-0.2,0.0,0.0,-18.0,13.8,4550,235,4293.69,0.03692730521356363
2023-08-28,511.0,15.4,-0.8,0.1,0.0,0.0,-24.5,10.7,4850,235,4293.69,0.10077877720009622
2023-08-28,552.3,15.6,-0.8,0.1,0.0,0.0,-25.3,10.8,4900,235,4293.69,0.11103527736728543
2023-08-29,257.2,15.9,-0.5,-0.2,0.0,0.0,-16.2,13.3,4500,234,4326.47,0.018361594130545108
2023-08-29,373.3,15.1,-0.7,-0.1,0.0,1.0,-20.8,12.6,4700,234,4326.47,0.06184670607028394
2023-08-29,340.7,15.3,-0.6,-0.1,0.0,0.0,-19.7,12.3,4650,234,4326.47,0.05115141695353593
2023-08-29,282.6,15.5,-0.6,-0.2,0.0,0.0,-17.3,13.7,4550,234,4326.47,0.029411430317130137
2023-08-29,609.6,15.9,-0.8,0.2,0.0,0.0,-26.4,8.0,5000,234,4326.47,0.12372210978837152
2023-08-29,483.4,15.1,-0.8,0.1,0.0,0.0,-24.0,10.6,4850,234,4326.47,0.09326290230366283
2023-08-29,544.9,15.4,-0.8,0.1,0.0,0.0,-25.3,10.9,4925,234,4326.47,0.10860847197832336
2023-08-29,310.4,15.4,-0.6,-0.1,0.0,0.0,-18.5,14.0,4600,234,4326.47,0.040340500849320456
2023-08-29,444.7,15.2,-0.7,0.1,0.0,0.0,-23.0,10.3,4800,234,4326.47,0.08290011526811639
2023-08-29,524.0,15.3,-0.8,0.1,0.0,0.0,-24.9,10.8,4900,234,4326.47,0.10351940247085197
2023-08-29,408.0,15.1,-0.7,-0.0,0.0,0.0,-21.9,12.9,4750,234,4326.47,0.07242881540082093
2023-08-30,531.9,15.2,-0.8,0.1,0.0,0.0,-25.0,10.8,4900,233,4315.31,0.10619179417619244
2023-08-30,379.1,15.0,-0.7,-0.0,0.0,1.0,-21.0,12.6,4700,233,4315.31,0.06451909777562438
2023-08-30,617.9,15.7,-0.8,0.2,0.0,0.0,-26.5,8.1,5000,233,4315.31,0.126394501493712
2023-08-30,552.9,15.4,-0.8,0.1,0.0,0.0,-25.4,10.9,4925,233,4315.31,0.11128086368366365
2023-08-30,451.6,15.0,-0.7,0.1,0.0,0.0,-23.1,10.4,4800,233,4315.31,0.08557250697345684
2023-08-30,260.6,15.7,-0.5,-0.2,0.0,0.0,-16.3,13.4,4500,233,4315.31,0.021033985835885508
2023-08-30,286.7,15.4,-0.6,-0.2,0.0,0.0,-17.5,13.7,4550,233,4315.31,0.032083822022470544
2023-08-30,315.2,15.3,-0.6,-0.1,0.0,0.0,-18.7,14.1,4600,233,4315.31,0.04301289255466088
2023-08-30,346.1,15.1,-0.6,-0.1,0.0,0.0,-19.9,12.3,4650,233,4315.31,0.053823808658876565
2023-08-30,414.3,15.0,-0.7,-0.0,0.0,0.0,-22.1,12.9,4750,233,4315.31,0.07510120710616137
2023-08-30,490.9,15.1,-0.8,0.1,0.0,0.0,-24.1,10.6,4850,233,4315.31,0.09593529400900329
2023-08-31,564.9,15.2,-0.8,0.2,0.0,0.0,-25.7,8.0,4925,232,4297.11,0.11559691336930854
2023-08-31,543.6,15.1,-0.8,0.1,0.0,0.0,-25.3,10.9,4900,232,4297.11,0.11050784386183721
2023-08-31,321.7,15.0,-0.6,-0.1,0.0,0.0,-19.1,12.1,4600,232,4297.11,0.04732894224030567
2023-08-31,423.6,14.8,-0.7,0.1,0.0,0.0,-22.5,10.3,4750,232,4297.11,0.07941725679180606
2023-08-31,461.8,14.7,-0.8,0.1,0.0,0.0,-23.5,10.5,4800,232,4297.11,0.08988855665910155
2023-08-31,353.5,14.8,-0.7,-0.0,0.0,0.0,-20.2,12.4,4650,232,4297.11,0.05813985834452118
2023-08-31,292.3,15.1,-0.6,-0.1,0.0,0.0,-17.9,13.8,4550,232,4297.11,0.0363998717081153
2023-08-31,387.5,14.7,-0.7,-0.0,0.0,1.0,-21.4,12.7,4700,232,4297.11,0.06883514746126923
2023-08-31,265.4,15.3,-0.6,-0.2,0.0,0.0,-16.7,13.4,4500,232,4297.11,0.025350035521530447
2023-08-31,501.9,14.8,-0.8,0.1,0.0,0.0,-24.4,10.7,4850,232,4297.11,0.10025134369464822
2023-08-31,630.8,15.5,-0.8,0.2,0.0,0.0,-26.8,8.2,5000,232,4297.11,0.13071055117935665
2023-09-01,334.6,15.2,-0.6,-0.1,0.0,0.0,-19.3,12.1,4600,231,4282.64,0.05079159313505028
2023-09-01,367.6,15.1,-0.7,-0.1,0.0,0.0,-20.4,12.4,4650,231,4282.64,0.06160250923926605
2023-09-01,275.9,15.4,-0.6,-0.2,0.0,0.0,-16.9,13.5,4500,231,4282.64,0.028812686416275185
2023-09-01,651.4,16.3,-0.8,0.2,0.0,0.0,-26.5,8.0,5000,231,4282.64,0.1341732020741014
2023-09-01,520.3,15.4,-0.8,0.1,0.0,0.0,-24.3,10.6,4850,231,4282.64,0.10371399458939286
2023-09-01,584.6,15.9,-0.8,0.1,0.0,0.0,-25.5,10.8,4925,231,4282.64,0.11905956426405323
2023-09-01,439.9,15.2,-0.7,0.1,0.0,0.0,-22.5,10.2,4750,231,4282.64,0.0828799076865508
2023-09-01,479.2,15.2,-0.8,0.1,0.0,0.0,-23.5,10.4,4800,231,4282.64,0.09335120755384635
2023-09-01,304.0,15.3,-0.6,-0.1,0.0,0.0,-18.1,13.8,4550,231,4282.64,0.039862522602860086
2023-09-01,402.6,15.1,-0.7,-0.0,0.0,1.0,-21.5,12.7,4700,231,4282.64,0.07229779835601394
2023-09-01,562.9,15.7,-0.8,0.1,0.0,0.0,-25.1,10.7,4900,231,4282.64,0.11397049475658189
2023-09-04,486.7,15.7,-0.8,0.0,0.0,0.0,-23.1,10.2,4800,228,4279.87,0.09426698124334662
2023-09-04,570.7,16.3,-0.8,0.1,0.0,0.0,-24.7,10.5,4900,228,4279.87,0.11488626844608243
2023-09-04,528.0,15.9,-0.8,0.1,0.0,0.0,-23.9,10.4,4850,228,4279.87,0.10462976827889336
2023-09-04,340.6,15.6,-0.6,-0.1,0.0,0.0,-19.0,11.9,4600,228,4279.87,0.051707366824550856
2023-09-04,592.5,16.5,-0.8,0.1,0.0,0.0,-25.0,10.6,4925,228,4279.87,0.11997533795355368
2023-09-04,309.6,15.7,-0.6,-0.2,0.0,0.0,-17.9,13.7,4550,228,4279.87,0.04077829629236063
2023-09-04,409.3,15.5,-0.7,-0.1,0.0,1.0,-21.2,12.5,4700,228,4279.87,0.07321357204551436
2023-09-04,447.0,15.7,-0.7,0.0,0.0,0.0,-22.1,10.0,4750,228,4279.87,0.08379568137605126
2023-09-04,373.9,15.5,-0.7,-0.1,0.0,0.0,-20.1,12.2,4650,228,4279.87,0.06251828292876643
2023-09-04,659.5,17.0,-0.8,0.2,0.0,0.0,-26.0,7.8,5000,228,4279.87,0.1350889757636018
2023-09-04,281.1,15.8,-0.6,-0.2,0.0,0.0,-16.8,13.3,4500,228,4279.87,0.029728460105775477
2023-09-05,597.5,16.1,-0.8,0.2,0.0,0.0,-25.3,7.8,4925,227,4269.16,0.12257047571840261
2023-09-05,491.0,15.3,-0.8,0.1,0.0,0.0,-23.3,10.3,4800,227,4269.16,0.09686211900819555
2023-09-05,532.6,15.5,-0.8,0.1,0.0,0.0,-24.2,10.5,4850,227,4269.16,0.1072249060437423
2023-09-05,664.9,16.5,-0.8,0.2,0.0,0.0,-26.2,7.9,5000,227,4269.16,0.13768411352845072
2023-09-05,575.6,15.9,-0.8,0.1,0.0,0.0,-24.9,10.6,4900,227,4269.16,0.11748140621093135
2023-09-05,451.1,15.2,-0.7,0.1,0.0,0.0,-22.4,10.1,4750,227,4269.16,0.08639081914090019
2023-09-05,312.1,15.4,-0.6,-0.1,0.0,0.0,-18.1,13.7,4550,227,4269.16,0.04337343405720935
2023-09-05,413.1,15.2,-0.7,-0.0,0.0,1.0,-21.4,12.6,4700,227,4269.16,0.07580870981036329
2023-09-05,377.2,15.1,-0.7,-0.1,0.0,0.0,-20.4,12.3,4650,227,4269.16,0.06511342069361538
2023-09-05,283.1,15.4,-0.6,-0.2,0.0,0.0,-17.0,13.4,4500,227,4269.16,0.03232359787062442
2023-09-05,343.6,15.2,-0.6,-0.1,0.0,0.0,-19.3,12.0,4600,227,4269.16,0.05430250458939979
2023-09-06,560.3,15.9,-0.8,0.1,0.0,0.0,-24.4,10.5,4850,226,4238.26,0.11457877400417708
2023-09-06,400.7,15.3,-0.7,-0.1,0.0,0.0,-20.8,12.3,4650,226,4238.26,0.07246728865405012
2023-09-06,365.7,15.3,-0.7,-0.1,0.0,0.0,-19.7,12.1,4600,226,4238.26,0.06165637254983447
2023-09-06,333.0,15.5,-0.6,-0.1,0.0,0.0,-18.6,11.7,4550,226,4238.26,0.05072730201764418
2023-09-06,437.9,15.4,-0.7,0.0,0.0,1.0,-21.8,9.9,4700,226,4238.26,0.08316257777079811
2023-09-06,603.9,16.2,-0.8,0.2,0.0,0.0,-25.1,7.7,4900,226,4238.26,0.12483527417136621
2023-09-06,626.1,16.3,-0.8,0.2,0.0,0.0,-25.5,7.7,4925,226,4238.26,0.12992434367883748
2023-09-06,517.9,15.6,-0.8,0.1,0.0,0.0,-23.6,10.3,4800,226,4238.26,0.10421598696863049
2023-09-06,694.1,16.8,-0.8,0.2,0.0,0.0,-26.4,7.9,5000,226,4238.26,0.1450379814888855
2023-09-06,302.6,15.6,-0.6,-0.2,0.0,0.0,-17.5,13.5,4500,226,4238.26,0.0396774658310594
2023-09-06,477.0,15.4,-0.8,0.1,0.0,0.0,-22.7,10.1,4750,226,4238.26,0.09374468710133506
2023-09-07,417.3,15.7,-0.7,-0.1,0.0,0.0,-20.9,12.3,4650,225,4221.02,0.07663288034985963
2023-09-07,579.3,16.4,-0.8,0.1,0.0,0.0,-24.3,10.4,4850,225,4221.02,0.11874436569998642
2023-09-07,455.2,15.8,-0.7,0.0,0.0,1.0,-21.9,9.9,4700,225,4221.02,0.08732816946660751
2023-09-07,714.2,17.5,-0.8,0.2,0.0,0.0,-26.2,7.8,5000,225,4221.02,0.14920357318469496
2023-09-07,495.1,15.9,-0.8,0.0,0.0,0.0,-22.8,10.1,4750,225,4221.02,0.09791027879714459
2023-09-07,316.8,15.9,-0.6,-0.2,0.0,0.0,-17.7,13.4,4500,225,4221.02,0.04384305752686878
2023-09-07,348.1,15.8,-0.6,-0.1,0.0,0.0,-18.8,11.7,4550,225,4221.02,0.054892893713453676
2023-09-07,381.6,15.7,-0.7,-0.1,0.0,0.0,-19.9,12.0,4600,225,4221.02,0.06582196424564388
2023-09-07,536.5,16.1,-0.8,0.0,0.0,0.0,-23.6,10.2,4800,225,4221.02,0.10838157866443991
2023-09-07,645.8,16.9,-0.8,0.2,0.0,0.0,-25.3,7.6,4925,225,4221.02,0.1340899353746469
2023-09-07,623.4,16.8,-0.8,0.2,0.0,0.0,-25.0,7.6,4900,225,4221.02,0.12900086586717566
2023-09-08,603.0,15.9,-0.8,0.2,0.0,0.0,-25.0,7.7,4900,224,4237.19,0.12526694622277149
2023-09-08,559.0,15.7,-0.8,0.1,0.0,0.0,-24.3,10.5,4850,224,4237.19,0.1150104460555824
2023-09-08,475.2,15.2,-0.8,0.1,0.0,0.0,-22.7,10.2,4750,224,4237.19,0.09417635915274045
2023-09-08,516.4,15.4,-0.8,0.1,0.0,0.0,-23.6,10.4,4800,224,4237.19,0.10464765902003584
2023-09-08,693.8,16.6,-0.9,0.2,0.0,0.0,-26.3,7.9,5000,224,4237.19,0.1454696535402909
2023-09-08,299.8,15.4,-0.6,-0.2,0.0,0.0,-17.4,13.4,4500,224,4237.19,0.04010913788246477
2023-09-08,398.3,15.1,-0.7,-0.0,0.0,0.0,-20.8,12.4,4650,224,4237.19,0.07289896070545558
2023-09-08,363.2,15.1,-0.7,-0.1,0.0,0.0,-19.7,12.1,4600,224,4237.19,0.062088044601239976
2023-09-08,625.3,16.1,-0.8,0.2,0.0,0.0,-25.4,7.8,4925,224,4237.19,0.13035601573024275
2023-09-08,330.4,15.2,-0.6,-0.1,0.0,0.0,-18.6,11.8,4550,224,4237.19,0.05115897406904973
2023-09-08,435.7,15.1,-0.7,0.1,0.0,1.0,-21.8,9.9,4700,224,4237.19,0.08359424982220352
2023-09-11,544.4,15.6,-0.8,0.1,0.0,0.0,-23.9,10.4,4850,221,4254.33,0.11124223904991068
2023-09-11,461.4,15.1,-0.8,0.1,0.0,0.0,-22.2,10.1,4750,221,4254.33,0.09040815214706864
2023-09-11,502.1,15.3,-0.8,0.1,0.0,0.0,-23.1,10.3,4800,221,4254.33,0.10087945201436407
2023-09-11,588.0,15.8,-0.8,0.2,0.0,0.0,-24.6,7.7,4900,221,4254.33,0.12149873921709979
2023-09-11,610.2,16.0,-0.8,0.2,0.0,0.0,-24.9,7.7,4925,221,4254.33,0.1265878087245711
2023-09-11,288.7,15.3,-0.6,-0.2,0.0,0.0,-16.9,13.3,4500,221,4254.33,0.036340930876792965
2023-09-11,678.4,16.5,-0.8,0.2,0.0,0.0,-25.8,7.8,5000,221,4254.33,0.1417014465346191
2023-09-11,422.5,15.1,-0.7,0.0,0.0,1.0,-21.3,9.8,4700,221,4254.33,0.07982604281653169
2023-09-11,351.1,15.0,-0.7,-0.1,0.0,0.0,-19.2,11.9,4600,221,4254.33,0.058319837595568046
2023-09-11,318.7,15.2,-0.6,-0.1,0.0,0.0,-18.1,11.6,4550,221,4254.33,0.047390767063377755
2023-09-11,385.7,15.0,-0.7,-0.1,0.0,0.0,-20.2,12.2,4650,221,4254.33,0.06913075369978369
2023-09-12,327.2,15.3,-0.6,-0.1,0.0,0.0,-18.2,11.6,4550,220,4242.27,0.0503191405827332
2023-09-12,555.2,15.7,-0.8,0.1,0.0,0.0,-23.9,10.4,4850,220,4242.27,0.11417061256926592
2023-09-12,395.1,15.1,-0.7,-0.1,0.0,0.0,-20.4,12.2,4650,220,4242.27,0.07205912721913907
2023-09-12,471.6,15.2,-0.8,0.1,0.0,0.0,-22.3,10.1,4750,220,4242.27,0.09333652566642395
2023-09-12,512.6,15.4,-0.8,0.1,0.0,0.0,-23.1,10.3,4800,220,4242.27,0.10380782553371924
2023-09-12,599.1,15.9,-0.8,0.2,0.0,0.0,-24.6,7.6,4900,220,4242.27,0.12442711273645511
2023-09-12,360.0,15.1,-0.7,-0.1,0.0,0.0,-19.3,12.0,4600,220,4242.27,0.06124821111492335
2023-09-12,621.4,16.1,-0.8,0.2,0.0,0.0,-24.9,7.7,4925,220,4242.27,0.12951618224392622
2023-09-12,296.7,15.4,-0.6,-0.2,0.0,0.0,-17.1,13.3,4500,220,4242.27,0.039269304396148126
2023-09-12,689.8,16.6,-0.9,0.2,0.0,0.0,-25.8,7.8,5000,220,4242.27,0.14462982005397454
2023-09-12,432.3,15.2,-0.7,0.0,0.0,1.0,-21.4,9.8,4700,220,4242.27,0.08275441633588693
2023-09-13,635.3,15.9,-0.8,0.2,0.0,0.0,-25.1,7.8,4925,219,4223.48,0.13404484185887106
2023-09-13,336.6,15.0,-0.7,-0.1,0.0,0.0,-18.5,11.7,4550,219,4223.48,0.05484780019767773
2023-09-13,568.4,15.5,-0.8,0.2,0.0,0.0,-24.1,7.6,4850,219,4223.48,0.11869927218421063
2023-09-13,405.7,15.0,-0.7,0.0,0.0,0.0,-20.7,9.7,4650,219,4223.48,0.07658778683408381
2023-09-13,483.6,15.0,-0.8,0.1,0.0,0.0,-22.6,10.2,4750,219,4223.48,0.09786518528136867
2023-09-13,704.2,16.5,-0.9,0.2,0.0,0.0,-26.0,7.9,5000,219,4223.48,0.14915847966891913
2023-09-13,525.3,15.2,-0.8,0.1,0.0,0.0,-23.4,10.3,4800,219,4223.48,0.10833648514866405
2023-09-13,370.0,14.9,-0.7,-0.0,0.0,0.0,-19.6,12.0,4600,219,4223.48,0.0657768707298682
2023-09-13,443.7,14.9,-0.8,0.1,0.0,1.0,-21.7,9.9,4700,219,4223.48,0.08728307595083175
2023-09-13,612.8,15.7,-0.8,0.2,0.0,0.0,-24.8,7.7,4900,219,4223.48,0.1289557723513997
2023-09-13,305.4,15.3,-0.6,-0.1,0.0,0.0,-17.4,13.4,4500,219,4223.48,0.043797964011092774
2023-09-14,472.0,14.3,-0.8,0.1,0.0,0.0,-22.8,10.4,4800,218,4279.75,0.09519091028219039
2023-09-14,264.9,14.7,-0.6,-0.1,0.0,0.0,-16.3,13.2,4500,218,4279.75,0.030652389144619256
2023-09-14,358.0,14.3,-0.7,-0.0,0.0,0.0,-19.8,12.3,4650,218,4279.75,0.0634422119676101
2023-09-14,293.4,14.6,-0.6,-0.1,0.0,0.0,-17.5,13.6,4550,218,4279.75,0.04170222533120422
2023-09-14,557.1,14.7,-0.8,0.2,0.0,0.0,-24.4,7.8,4900,218,4279.75,0.11581019748492606
2023-09-14,579.3,14.9,-0.8,0.2,0.0,0.0,-24.7,7.9,4925,218,4279.75,0.12089926699239734
2023-09-14,431.8,14.2,-0.8,0.1,0.0,0.0,-21.9,10.2,4750,218,4279.75,0.084719610414895
2023-09-14,513.8,14.6,-0.8,0.2,0.0,0.0,-23.6,10.6,4850,218,4279.75,0.10555369731773696
2023-09-14,393.8,14.3,-0.7,0.1,0.0,1.0,-20.9,9.9,4700,218,4279.75,0.07413750108435806
2023-09-14,647.1,15.4,-0.9,0.2,0.0,0.0,-25.7,8.0,5000,218,4279.75,0.1360129048024455
2023-09-14,324.6,14.3,-0.7,-0.0,0.0,0.0,-18.6,11.9,4600,218,4279.75,0.05263129586339448
2023-09-15,425.3,14.7,-0.7,0.1,0.0,0.0,-21.3,10.0,4750,217,4295.05,0.08124059931674506
2023-09-15,549.0,15.4,-0.8,0.2,0.0,0.0,-23.9,7.6,4900,217,4295.05,0.11233118638677606
2023-09-15,570.9,15.5,-0.8,0.2,0.0,0.0,-24.2,7.7,4925,217,4295.05,0.11742025589424741
2023-09-15,319.4,14.8,-0.6,-0.1,0.0,0.0,-18.2,11.8,4600,217,4295.05,0.049152284765244414
2023-09-15,638.4,15.9,-0.8,0.2,0.0,0.0,-25.2,7.9,5000,217,4295.05,0.13253389370429544
2023-09-15,288.6,14.9,-0.6,-0.1,0.0,0.0,-17.0,13.4,4550,217,4295.05,0.03822321423305418
2023-09-15,387.8,14.7,-0.7,-0.0,0.0,1.0,-20.3,12.4,4700,217,4295.05,0.07065848998620794
2023-09-15,260.4,15.0,-0.6,-0.2,0.0,0.0,-15.9,13.1,4500,217,4295.05,0.027173378046469236
2023-09-15,464.8,14.8,-0.8,0.1,0.0,0.0,-22.3,10.2,4800,217,4295.05,0.09171189918404044
2023-09-15,352.5,14.7,-0.7,-0.0,0.0,0.0,-19.3,12.1,4650,217,4295.05,0.05996320086946001
2023-09-15,506.1,15.0,-0.8,0.1,0.0,0.0,-23.1,10.4,4850,217,4295.05,0.10207468621958699
2023-09-18,292.5,15.2,-0.6,-0.2,0.0,0.0,-16.7,13.1,4500,214,4245.88,0.038956240993610676
2023-09-18,596.9,15.7,-0.8,0.2,0.0,0.0,-24.1,7.6,4900,214,4245.88,0.12411404933391748
2023-09-18,391.5,14.9,-0.7,-0.1,0.0,0.0,-20.0,12.1,4650,214,4245.88,0.07174606381660154
2023-09-18,429.0,14.9,-0.7,0.0,0.0,1.0,-21.0,9.7,4700,214,4245.88,0.08244135293334948
2023-09-18,688.1,16.4,-0.9,0.2,0.0,0.0,-25.3,7.7,5000,214,4245.88,0.14431675665143692
2023-09-18,323.2,15.1,-0.6,-0.1,0.0,0.0,-17.8,11.5,4550,214,4245.88,0.050006077180195646
2023-09-18,619.4,15.8,-0.8,0.2,0.0,0.0,-24.5,7.6,4925,214,4245.88,0.12920311884138885
2023-09-18,468.5,15.0,-0.8,0.1,0.0,0.0,-21.9,10.0,4750,214,4245.88,0.09302346226388641
2023-09-18,552.8,15.5,-0.8,0.2,0.0,0.0,-23.5,7.5,4850,214,4245.88,0.11385754916672838
2023-09-18,356.2,14.9,-0.7,-0.1,0.0,0.0,-18.9,11.8,4600,214,4245.88,0.06093514771238591
2023-09-18,509.9,15.2,-0.8,0.1,0.0,0.0,-22.7,10.2,4800,214,4245.88,0.1034947621311818
2023-09-19,620.7,16.2,-0.8,0.2,0.0,0.0,-24.2,7.6,4925,213,4242.7,0.1300419498402118
2023-09-19,430.3,15.2,-0.7,0.1,0.0,1.0,-20.7,9.7,4700,213,4242.7,0.08328018393217265
2023-09-19,469.9,15.3,-0.8,0.1,0.0,0.0,-21.6,9.9,4750,213,4242.7,0.09386229326270956
2023-09-19,357.5,15.1,-0.7,-0.1,0.0,0.0,-18.8,11.8,4600,213,4242.7,0.06177397871120892
2023-09-19,689.3,16.8,-0.9,0.2,0.0,0.0,-25.0,7.7,5000,213,4242.7,0.14515558765026015
2023-09-19,598.3,16.1,-0.8,0.2,0.0,0.0,-23.9,7.5,4900,213,4242.7,0.12495288033274056
2023-09-19,554.2,15.8,-0.8,0.1,0.0,0.0,-23.2,10.3,4850,213,4242.7,0.11469638016555149
2023-09-19,324.4,15.3,-0.6,-0.1,0.0,0.0,-17.7,11.5,4550,213,4242.7,0.050844908179018676
2023-09-19,293.6,15.4,-0.6,-0.2,0.0,0.0,-16.6,13.1,4500,213,4242.7,0.039795071992433734
2023-09-19,511.3,15.5,-0.8,0.1,0.0,0.0,-22.5,10.1,4800,213,4242.7,0.10433359313000493
2023-09-19,392.8,15.2,-0.7,-0.0,0.0,0.0,-19.8,12.1,4650,213,4242.7,0.07258489481542472
2023-09-20,585.1,15.2,-0.8,0.2,0.0,0.0,-24.1,7.7,4925,212,4275.98,0.12231808202833842
2023-09-20,477.3,14.6,-0.8,0.1,0.0,0.0,-22.2,10.2,4800,212,4275.98,0.09660972531813145
2023-09-20,398.1,14.5,-0.7,0.1,0.0,1.0,-20.4,9.8,4700,212,4275.98,0.07555631612029913
2023-09-20,562.9,15.1,-0.8,0.2,0.0,0.0,-23.7,7.7,4900,212,4275.98,0.11722901252086709
2023-09-20,327.8,14.5,-0.7,-0.0,0.0,0.0,-18.2,11.8,4600,212,4275.98,0.05405011089933556
2023-09-20,361.8,14.5,-0.7,-0.0,0.0,0.0,-19.3,12.1,4650,212,4275.98,0.06486102700355108
2023-09-20,519.4,14.9,-0.8,0.1,0.0,0.0,-23.0,10.4,4850,212,4275.98,0.1069725123536781
2023-09-20,296.2,14.8,-0.6,-0.1,0.0,0.0,-17.1,11.4,4550,212,4275.98,0.0431210403671452
2023-09-20,653.1,15.8,-0.9,0.2,0.0,0.0,-25.0,7.9,5000,212,4275.98,0.13743171983838653
2023-09-20,436.7,14.5,-0.8,0.1,0.0,0.0,-21.3,10.0,4750,212,4275.98,0.08613842545083594
2023-09-20,267.2,14.8,-0.6,-0.1,0.0,0.0,-16.0,13.0,4500,212,4275.98,0.03207120418056035
2023-09-21,414.4,15.3,-0.7,0.0,0.0,0.0,-20.1,9.5,4650,211,4212.59,0.0798862714926167
2023-09-21,311.7,15.6,-0.6,-0.1,0.0,0.0,-17.0,11.2,4500,211,4212.59,0.047096448669625854
2023-09-21,646.7,16.4,-0.8,0.2,0.0,0.0,-24.2,7.6,4925,211,4212.59,0.13734332651740386
2023-09-21,624.0,16.2,-0.8,0.2,0.0,0.0,-23.9,7.5,4900,211,4212.59,0.1322542570099327
2023-09-21,579.3,16.0,-0.8,0.2,0.0,0.0,-23.3,7.4,4850,211,4212.59,0.1219977568427435
2023-09-21,716.0,17.1,-0.9,0.2,0.0,0.0,-25.0,7.7,5000,211,4212.59,0.15245696432745204
2023-09-21,343.6,15.3,-0.7,-0.1,0.0,0.0,-18.1,11.5,4550,211,4212.59,0.05814628485621075
2023-09-21,493.7,15.4,-0.8,0.1,0.0,0.0,-21.8,9.9,4750,211,4212.59,0.10116366993990165
2023-09-21,453.2,15.3,-0.8,0.1,0.0,1.0,-21.0,9.7,4700,211,4212.59,0.09058156060936459
2023-09-21,377.9,15.3,-0.7,-0.1,0.0,0.0,-19.1,11.8,4600,211,4212.59,0.06907535538840094
2023-09-21,535.8,15.7,-0.8,0.1,0.0,0.0,-22.6,10.1,4800,211,4212.59,0.11163496980719699
2023-09-22,651.2,16.4,-0.9,0.2,0.0,0.0,-24.2,7.6,4925,210,4207.16,0.13872274025704792
2023-09-22,456.4,15.2,-0.8,0.1,0.0,1.0,-21.0,9.8,4700,210,4207.16,0.09196097434900866
2023-09-22,497.3,15.4,-0.8,0.1,0.0,0.0,-21.9,9.9,4750,210,4207.16,0.10254308367954558
2023-09-22,380.3,15.2,-0.7,-0.1,0.0,0.0,-19.2,11.8,4600,210,4207.16,0.07045476912804509
2023-09-22,539.7,15.7,-0.8,0.1,0.0,0.0,-22.6,10.1,4800,210,4207.16,0.11301438354684099
2023-09-22,583.5,15.9,-0.8,0.2,0.0,0.0,-23.3,7.4,4850,210,4207.16,0.12337717058238755
2023-09-22,417.3,15.2,-0.7,0.1,0.0,0.0,-20.1,9.5,4650,210,4207.16,0.0812656852322607
2023-09-22,313.2,15.4,-0.6,-0.1,0.0,0.0,-17.0,11.2,4500,210,4207.16,0.04847586240926986
2023-09-22,628.4,16.2,-0.8,0.2,0.0,0.0,-23.9,7.5,4900,210,4207.16,0.13363367074957663
2023-09-22,720.9,17.1,-0.9,0.2,0.0,0.0,-25.0,7.6,5000,210,4207.16,0.15383637806709607
2023-09-22,345.6,15.2,-0.7,-0.1,0.0,0.0,-18.1,11.5,4550,210,4207.16,0.059525698595854826
2023-09-25,766.5,18.7,-0.9,0.2,0.0,0.0,-24.5,7.4,5000,207,4167.37,0.16360783953222233
2023-09-25,696.3,18.0,-0.8,0.2,0.0,0.0,-23.8,7.3,4925,207,4167.37,0.14849420172217423
2023-09-25,582.7,17.0,-0.8,0.0,0.0,0.0,-22.4,9.8,4800,207,4167.37,0.12278584501196735
2023-09-25,417.4,16.1,-0.7,-0.1,0.0,0.0,-19.3,11.7,4600,207,4167.37,0.08022623059317137
2023-09-25,456.2,16.1,-0.7,0.0,0.0,0.0,-20.2,9.4,4650,207,4167.37,0.09103714669738701
2023-09-25,496.9,16.3,-0.8,0.0,0.0,1.0,-21.0,9.6,4700,207,4167.37,0.10173243581413498
2023-09-25,539.1,16.6,-0.8,0.0,0.0,0.0,-21.7,9.7,4750,207,4167.37,0.11231454514467193
2023-09-25,346.5,16.0,-0.7,-0.1,0.0,0.0,-17.4,11.2,4500,207,4167.37,0.058247323874396094
2023-09-25,673.1,17.7,-0.8,0.2,0.0,0.0,-23.6,7.3,4900,207,4167.37,0.14340513221470305
2023-09-25,627.5,17.3,-0.8,0.2,0.0,0.0,-23.0,7.2,4850,207,4167.37,0.13314863204751395
2023-09-25,380.8,16.0,-0.7,-0.1,0.0,0.0,-18.4,11.5,4550,207,4167.37,0.06929716006098108
2023-09-26,800.8,18.8,-0.9,0.2,0.0,0.0,-24.8,7.4,5000,206,4129.18,0.17290372992400968
2023-09-26,409.7,16.2,-0.7,-0.1,0.0,0.0,-18.9,11.5,4550,206,4129.18,0.07859305045276839
2023-09-26,661.5,17.4,-0.8,0.2,0.0,0.0,-23.3,7.2,4850,206,4129.18,0.14244452243930109
2023-09-26,730.4,18.0,-0.9,0.2,0.0,0.0,-24.1,7.3,4925,206,4129.18,0.15779009211396158
2023-09-26,616.5,17.1,-0.8,0.2,0.0,0.0,-22.7,7.1,4800,206,4129.18,0.13208173540375467
2023-09-26,572.4,16.9,-0.8,0.0,0.0,0.0,-22.1,9.7,4750,206,4129.18,0.12161043553645925
